B_cell,AML,AML,T_cell,AML,B_cell,B_cell,B_cell,AML,B_cell,B_cell,AML,B_cell,B_cell,B_cell,B_cell,B_cell,AML,T_cell,AML,T_cell,B_cell,AML,B_cell,AML,B_cell,AML,T_cell,AML,AML,AML,B_cell,B_cell,B_cell,B_cell,B_cell,AML,B_cell,AML,B_cell,B_cell,B_cell,B_cell,B_cell,B_cell,B_cell,AML,AML,B_cell,T_cell,T_cell,B_cell,AML,B_cell,B_cell,B_cell,AML,AML,B_cell,B_cell,T_cell,B_cell,B_cell,AML,AML,AML,AML,T_cell,T_cell,AML,B_cell,B_cell
0.244100596064,0.853678451866,0.828937699028,0.687107046624,0.643831142321,0.0,0.579080591165,0.534049154895,0.722421817588,0.41646933943,0.394218992406,0.768963827876,0.470033477586,0.616640809994,0.173471054136,0.419735445415,0.463133828693,0.605781007594,0.559238997305,0.395566261125,1.0,0.65501755532,0.568914836286,0.457254837919,0.616763288969,0.795296807381,0.399771372581,0.637707193598,0.481056585286,0.614109577856,0.643667837021,0.639952641463,0.534457418143,0.215277210745,0.874009961623,0.534212460194,0.496448109741,0.435453580469,0.511431370948,0.607209928962,0.438842165428,0.34514574998,0.592022536131,0.588674777497,0.327835388258,0.507348738467,0.614150404181,0.716624479464,0.569853841757,0.556952723116,0.796439944476,0.30215562995,0.574875479709,0.498040336409,0.658936882502,0.33734792194,0.585449497836,0.293010533192,0.437004980812,0.709071609374,0.479709316567,0.579937943986,0.673756838409,0.558953213032,0.223809912632,0.617089899567,0.583979750143,0.769821180697,0.698742549196,0.64178982608,0.854780762636,0.423491467298
0.349329470585,0.0363067146395,0.053735806738,0.224568945376,0.145320312135,0.326480071025,0.124667071632,0.433204055885,0.00224288584646,0.138311293865,0.2589131349,0.118592589131,0.0271482640998,0.0503714779683,0.0923321340124,0.191906920237,0.0227559459838,0.0829867763189,1.0,0.163637213214,0.0685481986823,0.69197701042,0.053735806738,0.0952759216859,0.0197187047334,0.0926124947432,0.171580767254,0.0683612915284,0.0920985000701,0.0267277230036,0.0351852717163,0.127096864632,0.114574085323,0.0414933881594,0.0511658333723,0.152095696463,0.28423905425,0.16345030606,0.11803186767,0.0919583197047,0.0738750525676,0.253586281015,0.0776599224335,0.143404513808,0.0481285921219,0.0927994018971,0.14485304425,0.0413064810056,0.445633381618,0.78865473576,0.229802345685,0.0349049109855,0.0,0.0628942572777,0.344049343489,0.132143357787,0.0364001682164,0.227419279473,0.147983739078,0.0482220456988,0.664034390916,0.266015606747,0.0359329003318,0.303724125041,0.0806504368955,0.144666137096,0.00285033409654,0.0815849726648,0.0738750525676,0.133077893556,0.259193495631,0.0322414840428
0.180840229153,0.365372374284,0.0404201145767,0.186250795672,0.11820496499,0.172628898791,0.286887332909,0.223615531509,0.859452577976,0.102864417568,0.12482495226,0.00827498408657,0.0754296626353,0.109993634628,0.110248249523,0.0,0.522533418205,0.231954169319,0.832845321451,0.284086569064,0.15849777212,0.302991725016,0.13214513049,0.139592616168,1.0,0.211330362826,0.275747931254,0.298154042011,0.48179503501,0.748376830045,0.706619987269,0.210757479313,0.104455760662,0.242584341184,0.177593889243,0.0901973265436,0.400254614895,0.326670910248,0.801782304265,0.190706556334,0.219159770847,0.23316359007,0.0518141311267,0.280394653087,0.081922342457,0.0586250795672,0.24863144494,0.493443666454,0.362571610439,0.401273074475,0.13010821133,0.0424570337365,0.596371737747,0.0906429026098,0.266390833864,0.285932527053,0.444939528962,0.0486950986633,0.206747294717,0.0739656269892,0.127625716104,0.0796308084023,0.0910248249523,0.891788669637,0.0275620623806,0.818332272438,0.763080840229,0.11922342457,0.221896880968,0.177530235519,0.238446849141,0.0900700190961
0.153117286408,0.0259574806911,0.0241261246915,0.241659367784,0.00270722191257,0.165777530058,0.519308862171,0.118321522414,0.0562942909467,0.545823712079,0.606815829286,0.0554980492077,0.143005016323,0.171032725535,0.343817182897,0.387451230193,0.0375029859065,0.0376622342543,0.0178358149534,0.0398917111235,0.208933832311,0.242216737001,0.0562146667728,0.28139183056,0.0332829046899,0.452663428617,0.0158452106059,0.130822517716,0.0285054542559,0.00652918225973,0.0201449159965,0.470180746875,0.565092762163,0.712795604746,0.72004140457,0.150967433713,0.122302731109,0.890039015845,0.0,1.0,0.594633330679,0.454415160443,0.147065849192,0.366987817501,0.381320168803,0.615654112589,0.0264352257345,0.0437136714707,0.404650051756,0.149613822757,0.0843220001592,0.218727605701,0.0296201926905,0.0688749104228,0.620431563023,0.125726570587,0.0298590652122,0.0202245401704,0.801258061948,0.138466438411,0.0405287045147,0.632056692412,0.00931602834621,0.0246834939088,0.0179154391273,0.0437136714707,0.0528704514691,0.0974599888526,0.082172147464,0.0507205987738,0.213790906919,0.14969344693
0.441911897454,0.0161581512908,0.02333453692,0.899485466691,0.0186856833363,0.0285250045135,0.032000361076,0.370463982668,0.00324968405849,0.0157068062827,0.061834266113,0.0133598122405,0.00388156706987,0.0167448998014,0.0706354937714,0.0718541252934,0.0111933562015,0.0199494493591,0.123668532226,0.0870644520672,0.372540169706,0.128543058314,0.0562375880123,0.0450893663116,0.0043780465788,0.0219353673948,0.0811518324607,0.760426069688,0.0257266654631,0.0108774146958,0.0200848528615,0.013946560751,0.229599205633,0.0186405488355,0.0155714027803,0.043780465788,0.313368839141,0.294953962809,0.101958837335,0.0145784437624,0.0188210868388,0.0278931215021,0.0145784437624,0.0244177649395,0.0477523018595,0.0109676836974,0.0364235421556,0.017557320816,0.218044773425,0.439248961906,0.188210868388,0.0,0.0144881747608,0.000270807004875,0.0185051453331,0.125925257267,0.0491063368839,0.0432388517783,0.0251850514533,0.00875609315761,0.647905759162,0.0268550279834,0.0561924535115,0.000722152012999,0.0422910272612,0.0065445026178,0.00550640909912,1.0,0.283625203105,0.0157970752843,0.0400794367214,0.0187308178372
0.353761833582,0.250033972007,0.0,0.651311319473,0.544865697332,0.607917742447,0.456583774969,0.347193912216,0.449019341396,0.521311772433,0.159668433211,0.815373465598,0.379172894868,0.364678171853,0.441907867917,0.149658015129,0.118539656656,0.412601349821,0.699053313403,0.00937627395026,1.0,0.391946369525,0.293789917108,0.308194048104,0.349730488744,0.533768175024,0.71807763736,0.47144086606,0.488970421706,0.488336277574,0.673868732165,0.526928477601,0.56928024641,0.909362685147,0.620147664991,0.771481632468,0.385922000272,0.33596050188,0.182316437922,0.282737690809,0.486660325225,0.341305430992,0.0481949540246,0.606649454183,0.148887982969,0.447796349142,0.541513792635,0.131358427323,0.449879965575,0.463423472392,0.635276532138,0.252208180459,0.377859310595,0.515740363274,0.738007881506,0.477555827332,0.521991212574,0.272002536577,0.503283960683,0.406033428455,0.339720070662,0.317253249989,0.721701318114,0.443357340218,0.0500067944014,0.315622593649,0.425012456403,0.654753816189,0.469719617702,0.299270734248,0.824523259501,0.504008696834
0.00411910496736,0.364017174573,0.357559255768,0.00516633504381,0.784689496282,0.00673718015848,0.0205955248368,0.0592732223269,0.0789611477642,0.0541068872831,0.033616085454,0.961427025518,0.00680699549691,0.0417146647118,0.0,0.0072607951967,0.0107515621182,1.0,0.00502670436695,0.0169302195692,0.0120431458791,0.0136838063323,0.251928648724,0.0109261004643,0.208014800852,0.00792404091179,0.0999406569623,0.00774950256571,0.21475198101,0.615352392921,0.0350472998918,0.0120082382099,0.133312388732,0.0260760289036,0.00687681083534,0.0409816036583,0.0162669738542,0.0222012776207,0.0239466610814,0.00387475128286,0.015917897162,0.0158131741544,0.0881767724369,0.0434949558418,0.0193039410759,0.102558732153,0.505707403917,0.0859077739379,0.0360945299682,0.007958948581,0.0077145948965,0.00572485775125,0.327957552274,0.00624847278947,0.0513142737459,0.0198275561141,0.323349739938,0.560198275561,0.00973923971096,0.0095996090341,0.0122176842252,0.025657136873,0.0153942821238,0.290745976891,0.145704611303,0.0439836632108,0.0212936782211,0.0226550773205,0.00952979369567,0.400111704541,0.0596572066883,0.0110308234719
0.0242612491605,0.00814304902619,0.0160342511753,0.0247649429147,0.0141873740766,0.0139355271995,0.0193082605776,0.017797179315,0.0199798522498,0.0198119543318,0.0,0.0135997313633,0.0104096709201,0.0169576897246,0.0264439220954,0.0209872397582,0.0157824042982,0.0207353928811,0.86114842176,0.0271155137676,0.0173774345198,0.0196440564137,0.012760241773,0.0323203492277,0.0240094022834,0.0224143720618,0.0265278710544,0.716840161182,0.00789120214909,0.0206514439221,0.0158663532572,0.0141873740766,0.0132639355272,0.0199798522498,0.0142713230356,0.0063801208865,0.0233378106111,0.0249328408328,0.0167897918066,0.00419744795165,0.0161182001343,0.0165379449295,0.0165379449295,0.0143552719946,0.0198119543318,0.0154466084621,0.0198119543318,0.0104096709201,0.0591000671592,1.0,0.0172934855608,0.0258562793821,0.0155305574211,0.00780725319006,0.00889858965749,0.0267797179315,0.0208193418402,0.00285426460712,0.0146071188717,0.0158663532572,0.729936198791,0.0239254533244,0.091924110141,0.0236736064473,0.0449126930826,0.0146910678308,0.0141034251175,0.0320685023506,0.0181329751511,0.00721961047683,0.0115010073875,0.0137676292814
0.111829306558,0.0606840288673,0.1138374647,0.229432067775,0.0949482271729,0.0152494508943,0.0781926576718,1.0,0.161782240351,0.0644493253844,0.387574521494,0.0201443363665,0.0347034828993,0.0382805145905,0.128710385943,0.0222152494509,0.00238468779416,0.0171320991528,0.172513335425,0.020834640728,0.0884217132099,0.0737998117352,0.125698148729,0.0475054910574,0.049388139316,0.00470662064638,0.278757452149,0.217006589269,0.327894571698,0.218763727644,0.12444304989,0.0431754000628,0.067587072482,0.000188264825855,0.0153749607782,0.00520866018199,0.423595858174,0.0468779416379,0.0237213680577,0.0,0.0398493881393,0.0993410731095,0.0242234075933,0.0219014747411,0.0707248195795,0.035080012551,0.0793222466269,0.0832758079699,0.206212739253,0.54019454032,0.0128020081581,0.0255412613743,0.0111703796674,0.0586758707248,0.0458738625667,0.0603074992156,0.148289927832,0.108628804518,0.0176968936304,0.00796987762786,0.182616881079,0.0331346093505,0.031126451208,0.0424223407593,0.0872293693128,0.0320050203954,0.0400376529652,0.0875431440226,0.0517728271101,0.042798870411,0.097395669909,0.0222780043928
0.0513794024497,0.0157782271912,0.0112183767696,0.00829930934483,0.198248559545,0.00686839394055,0.0061815545465,0.009692067005,0.0396268172626,0.0,0.0107604838402,0.669763803564,0.00408287862022,0.00681115732438,0.00461708703781,0.00847101919335,0.00734536574198,0.00597168695387,0.0102644331667,0.0109131148167,0.00595260808181,0.00562826725684,0.0243064830007,0.00461708703781,0.00293814629679,0.034418285191,0.0079558896478,0.00732628686992,0.00221314915862,0.00971114587706,0.0338459190293,0.174171023009,0.00476971801427,0.0184492692792,0.0365741977334,0.0748464150799,0.00686839394055,0.00492234899073,0.00475063914221,0.0136032357767,0.00631510665089,0.0111039035372,0.493913839814,0.131243560881,0.492044110352,1.0,0.00980654023734,0.0288090968062,0.0742168123021,0.00610523905827,0.00717365589346,0.00144999427634,0.00864272904186,0.0049795856069,0.952913343763,0.0240393787919,0.0206051818217,0.00610523905827,0.00778417979929,0.114415995726,0.00658221085969,0.00595260808181,0.00707826153318,0.0952035715648,0.0146144159957,0.00784141641546,0.0118861372916,0.0165223032014,0.00629602777884,0.0108177204564,0.0164650665853,0.00919601633151
