AML,ALL,MLL,MLL,AML,ALL,ALL,MLL,MLL,ALL,MLL,ALL,AML,AML,MLL,MLL,AML,MLL,ALL,AML,MLL,AML,MLL,AML,ALL,ALL,MLL,MLL,ALL,MLL,AML,AML,AML,AML,ALL,ALL,ALL,AML,MLL,AML,ALL,AML,AML,ALL,AML,ALL,ALL,AML,MLL,ALL,ALL,AML,AML,ALL,ALL,ALL,MLL,MLL,ALL,MLL,AML,AML,AML,AML,MLL,ALL,AML,MLL,ALL,AML,AML,AML
0.327233224701,0.208295033565,0.216512074873,0.164424389293,0.656583382078,0.439152112755,0.0,0.355616835186,0.463747527924,0.319935377845,0.592880421158,0.303083479569,0.690370741762,0.682933623019,0.394501545918,0.75596780034,0.482214980084,0.401270159606,0.302832790173,0.78387788641,0.21539789978,0.74309907802,0.350937299797,0.388596417927,0.321467368597,0.32132809671,0.131723350325,0.142781538119,0.0931366814295,0.271663741957,0.49564078995,0.357204534693,0.476281997716,0.540709172446,0.341160413359,0.0708893902677,0.391075457508,0.287874989555,0.766468900588,0.518063563689,0.448984707947,0.680872399098,0.392328904487,0.284783153673,0.46098994457,0.348541823348,0.443302414975,0.516141611654,0.326063340854,0.56992841425,0.415280911395,0.504804880087,0.316537143812,0.282777638506,0.374947773043,0.418122057881,0.0863207153004,0.126820979917,0.263001030612,0.185983677335,0.728754073703,1.0,0.472660928665,0.538090860979,0.25534107685,0.34508788056,0.600233976769,0.327651040361,0.247179744297,0.804852232528,0.549817553829,0.323055068104
0.468066491689,0.639503395409,0.386118401866,0.3872015998,0.0330375369745,0.464066991626,0.444194475691,0.220764071158,0.186518351873,0.666583343749,0.0709911261092,0.276715410574,0.0,0.210057076199,0.653251676874,0.071741032371,0.428696412948,0.628629754614,0.792734241553,0.241844769404,0.719243427905,0.416406282548,0.205849268841,0.327167437404,0.37695288089,0.286922468025,0.431987668208,0.625296837895,0.225184351956,0.796900387452,0.0936549597967,0.110277881931,0.136066325043,0.451443569554,0.392409282173,0.439486730825,0.307044952714,0.316627088281,0.0284547764863,0.434945631796,0.584301962255,0.154855643045,0.231096112986,0.280006665833,0.383535391409,0.23667874849,0.601758113569,0.314918968462,0.264341957255,0.383993667458,0.12385951756,0.22518018581,0.167979002625,0.205182685498,0.118735158105,0.0804899387577,1.0,0.530808648919,0.201433154189,0.667708203141,0.122443027955,0.0854476523768,0.402741324001,0.190226221722,0.677790276215,0.452110152898,0.282006415865,0.782777152856,0.207057451152,0.485480981544,0.183977002875,0.24280298296
0.0111950549451,0.805837912088,0.00975274725275,0.0127747252747,0.0105082417582,0.941552197802,0.123214285714,0.106868131868,0.0492445054945,0.484478021978,0.0251373626374,0.726236263736,0.0769917582418,0.00851648351648,0.124725274725,0.0129807692308,0.00364010989011,0.197252747253,0.82081043956,0.00583791208791,0.486195054945,0.0268543956044,0.00364010989011,0.0131868131868,0.915865384615,0.446016483516,0.335164835165,0.147870879121,0.832946428571,0.00851648351648,0.00398351648352,0.0239010989011,0.0108516483516,0.0100274725275,0.498489010989,0.658516483516,0.636744505495,0.0104395604396,0.068956043956,0.00817307692308,0.641414835165,0.00892857142857,0.0288461538462,0.923008241758,0.00521978021978,0.177472527473,0.568681318681,0.00233516483516,0.502266483516,0.70885989011,0.822802197802,0.00831043956044,0.0348214285714,0.575412087912,0.579258241758,0.840247252747,0.0358516483516,0.799793956044,0.657486263736,0.00659340659341,0.0114697802198,0.0249313186813,0.0169642857143,0.0116071428571,0.0367445054945,0.583241758242,0.00652472527473,0.0218406593407,1.0,0.0116071428571,0.0,0.00693681318681
0.684984427408,0.593645184475,0.281235026354,0.565285098227,0.131079300431,0.618531384763,0.598197172976,0.273658361284,0.121675850503,0.669621466219,0.278240297077,0.373622424533,0.186691423095,0.706097268807,0.651084091998,0.0359666986104,0.00113799712506,0.443369669382,0.65153330139,0.313458313368,0.365297077144,0.785427647341,0.278419980834,0.375239578342,0.366794441782,0.453611643507,0.221939386679,0.261290129372,0.219175251557,0.748622424533,0.545699568759,0.38886559655,0.658391231433,0.610235984667,0.502126257786,0.632127455678,0.428875179684,0.402701245807,0.042644944897,0.474964063249,0.698490656445,0.477060373742,0.489458552947,0.567980354576,0.357510781025,0.0,0.842926449449,0.784080019166,0.127365836128,0.430941542885,0.302228078582,0.311122424533,0.374880210829,0.422346669861,0.354336367992,0.100982271203,0.130749880211,0.389853857211,0.595022759943,0.471250598946,0.731851940585,1.0,0.309744849066,0.523298993771,0.596759702923,0.669771202683,0.796088883565,0.368711068519,0.109756827983,0.734367513177,0.530366554863,0.647131049353
0.554091100801,0.239139603543,0.466258962463,0.429565584142,0.628848587094,0.188949810207,0.339097427246,0.620518768452,0.200653732602,0.348059890342,0.356389708984,0.300716997048,0.811577393505,0.774989455926,0.47342893294,0.00210881484606,0.768663011388,0.513496415015,0.478173766343,0.996731336989,0.400780261493,0.740932096162,0.420392239561,0.650463939266,0.14192323914,0.338464782792,0.433677773092,0.688738928722,0.151803036693,0.564318852805,0.683466891607,0.940847743568,0.65795023197,0.85438633488,0.383171657528,0.439055250949,0.248840151835,0.669126950654,0.0551455082244,0.614719527625,0.262231126107,0.165647406158,0.167229017292,0.068958245466,0.650042176297,0.228806410797,0.355335301561,1.0,0.213095740194,0.208983551244,0.289540278364,0.441269506537,0.745571488823,0.63506959089,0.507275411219,0.0,0.0498734711092,0.186735554618,0.47986081822,0.601539434838,0.301876845213,0.330873049346,0.736398144243,0.612610712779,0.475115984817,0.376001687052,0.521193589203,0.380641079713,0.380851961198,0.62958667229,0.857022353437,0.632222690848
0.00699134027171,0.79045840947,0.0131484865337,0.012751251291,0.00770636370859,0.201199650433,0.104313974736,0.0100500516406,0.0239930086597,0.0596647334552,0.0524350520378,0.146897592754,0.0202589973782,0.0133073806308,0.209104631763,0.00730912846588,0.00790498132994,0.0353539366013,0.688885357909,0.014062127592,0.0249463732422,0.0249860967665,0.0206165090967,0.0159291332327,1.0,0.769126876937,0.0531500754747,0.0698736791928,0.241928179868,0.00282037022325,0.00035751171844,0.022999920553,0.00897751648526,0.0166044331453,0.304401366489,0.228688329229,0.507189957893,0.0112417573687,0.034003336776,0.00397235242711,0.0623659331056,0.00858028124255,0.00472709938826,0.183641852705,0.0101294986891,0.36458250576,0.0357908953682,0.0106061809804,0.0919996822118,0.083975530309,0.634225788512,0.0133073806308,0.0185508858346,0.155716215143,0.599904663542,0.509732263446,0.0238738380869,0.184277429094,0.387661873361,0.328751886867,0.00830221657265,0.00401207595138,0.00464765233972,0.0156907920871,0.0411535711448,0.460236752205,0.00548184634941,0.398109160245,0.0,0.0114006514658,0.0153730038929,0.00683244617462
0.0199649855229,0.685273718941,0.160830920477,0.232610598613,0.00834960608713,0.762608578547,0.909736718066,0.670863914888,0.517338899737,0.674735708033,0.424988216282,0.948993333782,0.0172042286715,0.0173052319709,0.524577469531,0.530469328665,0.0277085718133,0.673254326308,0.715945054205,0.00801292842233,0.0497272910915,0.190963571477,0.836846003636,0.0227257423743,0.700087536193,0.750791192512,0.619251228873,0.041983704801,0.535297286378,0.0258905124234,0.0175072385698,0.0172042286715,0.00915763248266,0.0155545081139,0.721096222477,0.717291764864,0.758871456468,0.0158911857787,0.375698606154,0.0219513837452,0.689179179853,0.00986465557875,0.00239041142011,0.837452023433,0.0239377819675,0.0822166857451,0.84283886607,0.0273718941485,0.586256817723,1.0,0.756380041748,0.0199986532893,0.0308733418625,0.835970641708,0.837721365565,0.511076695172,0.00528583933742,0.643357349673,0.751464547842,0.515184162683,0.0186856103966,0.0117500505016,0.0184836037977,0.0167328799407,0.628004848158,0.739041142011,0.00134671065921,0.0226920746078,0.577368527372,0.0,0.00744057639216,0.0293246246044
0.0512234524607,0.0199771464597,0.036683872493,0.0335316600339,0.146499074038,0.0318767484928,0.0253753102959,0.104062413807,0.015091217148,0.0286457307223,0.0218290712794,0.0214744473778,0.185231884629,0.575791008314,0.120690334529,0.0298278103944,0.14527759171,0.0218290712794,0.0286063280665,0.0122148232791,0.452263682572,0.0408999566571,0.0730131210844,0.708932582056,0.011781394066,0.019780133181,0.0683242050514,0.0525631427558,0.0145908034202,0.0273454430829,1.0,0.0344379211159,0.0299066157059,0.0302612396075,0.0281728988534,0.0269908191812,0.0231293589188,0.0269908191812,0.0171007525907,0.410693880768,0.0127270578037,0.103707789905,0.345718901454,0.016155088853,0.58599629615,0.018716261476,0.0234445801647,0.0416880097719,0.0443279877064,0.0277394696403,0.0219866819024,0.407975097522,0.0846369045274,0.0451948461326,0.0109539382954,0.0198589384925,0.042121438985,0.0176523897711,0.0857007762323,0.0156034516726,0.925292564719,0.0,0.0227353323614,0.522755033689,0.028685133378,0.0417274124276,0.0064620355412,0.051932700264,0.148745025415,0.017967611017,0.153946175972,0.191260490957
0.0206955408577,0.0385321100917,0.0332835502454,0.25504587156,0.0628547045018,0.0100704075101,0.0165991039044,0.612118625987,0.571324941327,0.0107531470023,0.350032003414,0.0313206742052,0.168978024323,0.0786857264775,0.0774055899296,0.111115852358,0.0224877320247,0.17542137828,0.0145082142095,0.058672925112,0.877234905057,0.264006827395,0.117217836569,0.0684873053126,0.12186899936,0.108555579262,0.808406229998,0.704373799872,0.12221890335,0.0120759547685,0.0607211435886,0.0255173885214,0.0147642415191,0.0130573927886,0.123618519309,0.107744826115,0.0422018348624,0.0117345850224,0.146746319607,0.0265414977598,0.013782803499,0.0871346276936,0.0489865585662,0.0681032643482,0.0618305952635,0.0143802005547,0.0,0.0229571154256,0.253595050139,0.0327288244079,0.1665884361,0.0314913590783,0.125965436313,0.0132707488799,0.034521015575,0.0147642415191,0.0820567527203,0.27420524856,0.230552592277,1.0,0.0713889481545,0.0138254747173,0.00925965436313,0.0388308086196,0.529592489866,0.040836355878,0.0115212289311,0.409857051419,0.00989972263708,0.00981438020055,0.0425005333902,0.176786857265
0.052042827465,0.760879987216,0.208118041869,0.0318009907846,0.513183827838,0.205081766367,0.298247483087,0.00820327065466,0.0482608000852,1.0,0.0308421669419,0.783092739573,0.346295211208,0.0808608107388,0.333723965269,0.291535716188,0.00197091567677,0.0832578703457,0.0370212539285,0.0294039311778,0.0134768017898,0.00687157087306,0.0827784584243,0.327704682256,0.100996111437,0.0907153891227,0.0303094870292,0.0336121024876,0.689868428062,0.0442124327492,0.310392585096,0.478559633516,0.434986416662,0.0403238693869,0.311031800991,0.0734032919619,0.72859958451,0.0329196186012,0.0284983753263,0.0182176530123,0.261599105098,0.0656794332286,0.045384328557,0.433548180898,0.439887071859,0.168806264316,0.178128162787,0.145687956107,0.0462366164172,0.0621637458051,0.110797421829,0.218505300165,0.24188994833,0.682789112023,0.477920417621,0.897139508869,0.0060725510041,0.0893836893411,0.326479518457,0.13103925851,0.962179726203,0.0327065466361,0.0798487189048,0.632557396261,0.0260480477281,0.239333084749,0.0,0.0180578490385,0.988920257817,0.00724444681191,0.0865604858041,0.472167474565
