AML,AML,B_cell,AML,B_cell,B_cell,AML,B_cell,B_cell,AML,B_cell,AML,B_cell,AML,B_cell,AML,B_cell,B_cell,AML,AML,B_cell,AML,B_cell,T_cell,B_cell,T_cell,T_cell,B_cell,B_cell,AML,B_cell,AML,B_cell,B_cell,B_cell,B_cell
0.722421817588,0.605781007594,0.244100596064,0.617089899567,0.507348738467,0.534049154895,0.64178982608,0.569853841757,0.616640809994,0.568914836286,0.534457418143,0.643667837021,0.34514574998,0.574875479709,0.457254837919,0.643831142321,0.673756838409,0.173471054136,0.614109577856,0.481056585286,0.592022536131,0.768963827876,0.579937943986,0.559238997305,0.423491467298,1.0,0.796439944476,0.795296807381,0.579080591165,0.853678451866,0.463133828693,0.223809912632,0.0,0.41646933943,0.470033477586,0.435453580469
0.00224288584646,0.0829867763189,0.349329470585,0.144666137096,0.0927994018971,0.433204055885,0.133077893556,0.445633381618,0.0503714779683,0.053735806738,0.114574085323,0.0351852717163,0.253586281015,0.0,0.0952759216859,0.145320312135,0.0359329003318,0.0923321340124,0.0267277230036,0.0920985000701,0.0776599224335,0.118592589131,0.266015606747,1.0,0.0322414840428,0.0685481986823,0.229802345685,0.0926124947432,0.124667071632,0.0363067146395,0.0227559459838,0.0806504368955,0.326480071025,0.138311293865,0.0271482640998,0.16345030606
0.859452577976,0.231954169319,0.180840229153,0.818332272438,0.0586250795672,0.223615531509,0.177530235519,0.362571610439,0.109993634628,0.13214513049,0.104455760662,0.706619987269,0.23316359007,0.596371737747,0.139592616168,0.11820496499,0.0910248249523,0.110248249523,0.748376830045,0.48179503501,0.0518141311267,0.00827498408657,0.0796308084023,0.832845321451,0.0900700190961,0.15849777212,0.13010821133,0.211330362826,0.286887332909,0.365372374284,0.522533418205,0.0275620623806,0.172628898791,0.102864417568,0.0754296626353,0.326670910248
0.0562942909467,0.0376622342543,0.153117286408,0.0437136714707,0.615654112589,0.118321522414,0.0507205987738,0.404650051756,0.171032725535,0.0562146667728,0.565092762163,0.0201449159965,0.454415160443,0.0296201926905,0.28139183056,0.00270722191257,0.00931602834621,0.343817182897,0.00652918225973,0.0285054542559,0.147065849192,0.0554980492077,0.632056692412,0.0178358149534,0.14969344693,0.208933832311,0.0843220001592,0.452663428617,0.519308862171,0.0259574806911,0.0375029859065,0.0179154391273,0.165777530058,0.545823712079,0.143005016323,0.890039015845
0.00324968405849,0.0199494493591,0.441911897454,0.0065445026178,0.0109676836974,0.370463982668,0.0157970752843,0.218044773425,0.0167448998014,0.0562375880123,0.229599205633,0.0200848528615,0.0278931215021,0.0144881747608,0.0450893663116,0.0186856833363,0.0561924535115,0.0706354937714,0.0108774146958,0.0257266654631,0.0145784437624,0.0133598122405,0.0268550279834,0.123668532226,0.0187308178372,0.372540169706,0.188210868388,0.0219353673948,0.032000361076,0.0161581512908,0.0111933562015,0.0422910272612,0.0285250045135,0.0157068062827,0.00388156706987,0.294953962809
0.449019341396,0.412601349821,0.353761833582,0.315622593649,0.447796349142,0.347193912216,0.299270734248,0.449879965575,0.364678171853,0.293789917108,0.56928024641,0.673868732165,0.341305430992,0.377859310595,0.308194048104,0.544865697332,0.721701318114,0.441907867917,0.488336277574,0.488970421706,0.0481949540246,0.815373465598,0.317253249989,0.699053313403,0.504008696834,1.0,0.635276532138,0.533768175024,0.456583774969,0.250033972007,0.118539656656,0.0500067944014,0.607917742447,0.521311772433,0.379172894868,0.33596050188
0.0789611477642,1.0,0.00411910496736,0.0439836632108,0.102558732153,0.0592732223269,0.400111704541,0.0360945299682,0.0417146647118,0.251928648724,0.133312388732,0.0350472998918,0.0158131741544,0.327957552274,0.0109261004643,0.784689496282,0.0153942821238,0.0,0.615352392921,0.21475198101,0.0881767724369,0.961427025518,0.025657136873,0.00502670436695,0.0110308234719,0.0120431458791,0.0077145948965,0.00792404091179,0.0205955248368,0.364017174573,0.0107515621182,0.145704611303,0.00673718015848,0.0541068872831,0.00680699549691,0.0222012776207
0.0199798522498,0.0207353928811,0.0242612491605,0.0146910678308,0.0154466084621,0.017797179315,0.00721961047683,0.0591000671592,0.0169576897246,0.012760241773,0.0132639355272,0.0158663532572,0.0165379449295,0.0155305574211,0.0323203492277,0.0141873740766,0.091924110141,0.0264439220954,0.0206514439221,0.00789120214909,0.0165379449295,0.0135997313633,0.0239254533244,0.86114842176,0.0137676292814,0.0173774345198,0.0172934855608,0.0224143720618,0.0193082605776,0.00814304902619,0.0157824042982,0.0449126930826,0.0139355271995,0.0198119543318,0.0104096709201,0.0249328408328
0.161782240351,0.0171320991528,0.111829306558,0.0320050203954,0.035080012551,1.0,0.042798870411,0.206212739253,0.0382805145905,0.125698148729,0.067587072482,0.12444304989,0.0993410731095,0.0111703796674,0.0475054910574,0.0949482271729,0.031126451208,0.128710385943,0.218763727644,0.327894571698,0.0242234075933,0.0201443363665,0.0331346093505,0.172513335425,0.0222780043928,0.0884217132099,0.0128020081581,0.00470662064638,0.0781926576718,0.0606840288673,0.00238468779416,0.0872293693128,0.0152494508943,0.0644493253844,0.0347034828993,0.0468779416379
0.0396268172626,0.00597168695387,0.0513794024497,0.00784141641546,1.0,0.009692067005,0.0108177204564,0.0742168123021,0.00681115732438,0.0243064830007,0.00476971801427,0.0338459190293,0.0111039035372,0.00864272904186,0.00461708703781,0.198248559545,0.00707826153318,0.00461708703781,0.00971114587706,0.00221314915862,0.493913839814,0.669763803564,0.00595260808181,0.0102644331667,0.00919601633151,0.00595260808181,0.00717365589346,0.034418285191,0.0061815545465,0.0157782271912,0.00734536574198,0.0146144159957,0.00686839394055,0.0,0.00408287862022,0.00492234899073
0.742811761831,0.02032255437,0.013724851348,0.5568135538,0.0226439683962,0.0305856479596,0.31009204203,0.00855257799137,0.0118107029405,0.0779099128452,0.0167793434878,0.742119410279,0.0180011403437,0.491243789199,0.0276533355054,0.452594281991,0.0162091716217,0.00525372648041,0.533965952594,0.816811924737,0.0299340229698,0.115500529445,0.00798240612527,0.100431701556,0.00696424207868,0.0628818115175,0.0326219760528,0.0173087887921,0.0184084059624,0.127107599576,0.0111590779506,0.149425755478,0.0102630935896,0.031359452635,0.00293231245418,0.0236621324428
0.141285151474,0.270751256623,0.257641624779,0.195625594349,0.373047140334,0.2996196169,0.178236652629,0.695285966581,0.702893628583,0.102363809265,0.460331476702,0.232237467735,0.395258796359,0.225580763483,0.38072272789,0.310080152153,0.273739980981,0.324819997283,0.0181361228094,0.185165059095,0.315717973101,0.0867409319386,0.311982067654,0.278562695286,1.0,0.182515962505,0.295883711452,0.382149164516,0.723678847983,0.12797174297,0.540008151066,0.0544083684282,0.763415296835,0.588914549654,0.796698818095,0.868564053797
