MLL,MLL,AML,ALL,ALL,MLL,AML,MLL,AML,MLL,AML,AML,AML,AML,AML,AML,AML,MLL,MLL,ALL,AML,ALL,AML,ALL,AML,MLL,ALL,ALL,ALL,ALL,AML,MLL,ALL,ALL,AML,AML
0.463747527924,0.401270159606,0.327233224701,0.34508788056,0.348541823348,0.355616835186,0.804852232528,0.326063340854,0.682933623019,0.350937299797,0.476281997716,0.49564078995,0.680872399098,0.316537143812,0.388596417927,0.656583382078,0.472660928665,0.394501545918,0.271663741957,0.0931366814295,0.392328904487,0.303083479569,1.0,0.302832790173,0.323055068104,0.21539789978,0.415280911395,0.32132809671,0.0,0.208295033565,0.482214980084,0.25534107685,0.439152112755,0.319935377845,0.690370741762,0.287874989555
0.186518351873,0.628629754614,0.468066491689,0.452110152898,0.23667874849,0.220764071158,0.485480981544,0.264341957255,0.210057076199,0.205849268841,0.136066325043,0.0936549597967,0.154855643045,0.167979002625,0.327167437404,0.0330375369745,0.402741324001,0.653251676874,0.796900387452,0.225184351956,0.231096112986,0.276715410574,0.0854476523768,0.792734241553,0.24280298296,0.719243427905,0.12385951756,0.286922468025,0.444194475691,0.639503395409,0.428696412948,0.677790276215,0.464066991626,0.666583343749,0.0,0.316627088281
0.0492445054945,0.197252747253,0.0111950549451,0.583241758242,0.177472527473,0.106868131868,0.0116071428571,0.502266483516,0.00851648351648,0.00364010989011,0.0108516483516,0.00398351648352,0.00892857142857,0.0348214285714,0.0131868131868,0.0105082417582,0.0169642857143,0.124725274725,0.00851648351648,0.832946428571,0.0288461538462,0.726236263736,0.0249313186813,0.82081043956,0.00693681318681,0.486195054945,0.822802197802,0.446016483516,0.123214285714,0.805837912088,0.00364010989011,0.0367445054945,0.941552197802,0.484478021978,0.0769917582418,0.0104395604396
0.121675850503,0.443369669382,0.684984427408,0.669771202683,0.0,0.273658361284,0.734367513177,0.127365836128,0.706097268807,0.278419980834,0.658391231433,0.545699568759,0.477060373742,0.374880210829,0.375239578342,0.131079300431,0.309744849066,0.651084091998,0.748622424533,0.219175251557,0.489458552947,0.373622424533,1.0,0.65153330139,0.647131049353,0.365297077144,0.302228078582,0.453611643507,0.598197172976,0.593645184475,0.00113799712506,0.596759702923,0.618531384763,0.669621466219,0.186691423095,0.402701245807
0.200653732602,0.513496415015,0.554091100801,0.376001687052,0.228806410797,0.620518768452,0.62958667229,0.213095740194,0.774989455926,0.420392239561,0.65795023197,0.683466891607,0.165647406158,0.745571488823,0.650463939266,0.628848587094,0.736398144243,0.47342893294,0.564318852805,0.151803036693,0.167229017292,0.300716997048,0.330873049346,0.478173766343,0.632222690848,0.400780261493,0.289540278364,0.338464782792,0.339097427246,0.239139603543,0.768663011388,0.475115984817,0.188949810207,0.348059890342,0.811577393505,0.669126950654
0.0239930086597,0.0353539366013,0.00699134027171,0.460236752205,0.36458250576,0.0100500516406,0.0114006514658,0.0919996822118,0.0133073806308,0.0206165090967,0.00897751648526,0.00035751171844,0.00858028124255,0.0185508858346,0.0159291332327,0.00770636370859,0.00464765233972,0.209104631763,0.00282037022325,0.241928179868,0.00472709938826,0.146897592754,0.00401207595138,0.688885357909,0.00683244617462,0.0249463732422,0.634225788512,0.769126876937,0.104313974736,0.79045840947,0.00790498132994,0.0411535711448,0.201199650433,0.0596647334552,0.0202589973782,0.0112417573687
0.517338899737,0.673254326308,0.0199649855229,0.739041142011,0.0822166857451,0.670863914888,0.0,0.586256817723,0.0173052319709,0.836846003636,0.00915763248266,0.0175072385698,0.00986465557875,0.0308733418625,0.0227257423743,0.00834960608713,0.0184836037977,0.524577469531,0.0258905124234,0.535297286378,0.00239041142011,0.948993333782,0.0117500505016,0.715945054205,0.0293246246044,0.0497272910915,0.756380041748,0.750791192512,0.909736718066,0.685273718941,0.0277085718133,0.628004848158,0.762608578547,0.674735708033,0.0172042286715,0.0158911857787
0.015091217148,0.0218290712794,0.0512234524607,0.0417274124276,0.018716261476,0.104062413807,0.017967611017,0.0443279877064,0.575791008314,0.0730131210844,0.0299066157059,1.0,0.103707789905,0.0846369045274,0.708932582056,0.146499074038,0.0227353323614,0.120690334529,0.0273454430829,0.0145908034202,0.345718901454,0.0214744473778,0.0,0.0286063280665,0.191260490957,0.452263682572,0.0219866819024,0.019780133181,0.0253753102959,0.0199771464597,0.14527759171,0.028685133378,0.0318767484928,0.0286457307223,0.185231884629,0.0269908191812
0.571324941327,0.17542137828,0.0206955408577,0.040836355878,0.0143802005547,0.612118625987,0.00981438020055,0.253595050139,0.0786857264775,0.117217836569,0.0147642415191,0.0607211435886,0.0871346276936,0.125965436313,0.0684873053126,0.0628547045018,0.00925965436313,0.0774055899296,0.0120759547685,0.12221890335,0.0489865585662,0.0313206742052,0.0138254747173,0.0145082142095,0.176786857265,0.877234905057,0.1665884361,0.108555579262,0.0165991039044,0.0385321100917,0.0224877320247,0.529592489866,0.0100704075101,0.0107531470023,0.168978024323,0.0117345850224
0.0482608000852,0.0832578703457,0.052042827465,0.239333084749,0.168806264316,0.00820327065466,0.00724444681191,0.0462366164172,0.0808608107388,0.0827784584243,0.434986416662,0.310392585096,0.0656794332286,0.24188994833,0.327704682256,0.513183827838,0.0798487189048,0.333723965269,0.0442124327492,0.689868428062,0.045384328557,0.783092739573,0.0327065466361,0.0370212539285,0.472167474565,0.0134768017898,0.110797421829,0.0907153891227,0.298247483087,0.760879987216,0.00197091567677,0.0260480477281,0.205081766367,1.0,0.346295211208,0.0329196186012
